ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM,LOCATION,SWIM SEC,T1 SEC,BIKE SEC,T2 SEC,RUN SEC,TOTAL TIME SEC
Javier,Gomez Noya,ESP,26,0:18:38,0:01:02,1:00:54,0:00:36,0:31:23,1,1:52:31,Elite Men,Abu Dhabi,1118,62,3654,36,1883,6751
Thomas,Bishop,GBR,22,0:18:36,0:01:08,1:00:52,0:00:36,0:31:36,2,1:52:45,Elite Men,Abu Dhabi,1116,68,3652,36,1896,6765
Vincent,Luis,FRA,49,0:18:35,0:01:06,1:00:53,0:00:30,0:32:05,3,1:53:08,Elite Men,Abu Dhabi,1115,66,3653,30,1925,6788
Fernando,Alarza,ESP,2,0:19:08,0:01:06,1:01:32,0:00:33,0:31:03,4,1:53:18,Elite Men,Abu Dhabi,1148,66,3692,33,1863,6798
Richard,Murray,RSA,4,0:19:32,0:00:59,1:01:13,0:00:30,0:31:14,5,1:53:25,Elite Men,Abu Dhabi,1172,59,3673,30,1874,6805
Joao,Pereira,POR,9,0:19:05,0:01:05,1:01:35,0:00:30,0:31:25,6,1:53:38,Elite Men,Abu Dhabi,1145,65,3695,30,1885,6818
Gregory,Billington,USA,18,0:18:39,0:01:04,1:00:51,0:00:31,0:32:57,7,1:54:00,Elite Men,Abu Dhabi,1119,64,3651,31,1977,6840
Mario,Mola,ESP,1,0:19:12,0:01:06,1:01:26,0:00:29,0:31:55,8,1:54:06,Elite Men,Abu Dhabi,1152,66,3686,29,1915,6846
Andrea,Salvisberg,SUI,12,0:18:38,0:01:07,1:00:50,0:00:30,0:33:17,9,1:54:20,Elite Men,Abu Dhabi,1118,67,3650,30,1997,6860
Henri,Schoeman,RSA,3,0:18:28,0:01:06,1:01:02,0:00:30,0:33:31,10,1:54:35,Elite Men,Abu Dhabi,1108,66,3662,30,2011,6875
Léo,Bergere,FRA,37,0:18:37,0:01:05,1:00:51,0:00:30,0:33:47,11,1:54:48,Elite Men,Abu Dhabi,1117,65,3651,30,2027,6888
Igor,Polyanskiy,RUS,15,0:18:29,0:01:03,1:01:03,0:00:30,0:34:01,12,1:55:05,Elite Men,Abu Dhabi,1109,63,3663,30,2041,6905
Marcel,Walkington,AUS,43,0:18:46,0:01:06,1:01:52,0:00:32,0:33:01,13,1:55:15,Elite Men,Abu Dhabi,1126,66,3712,32,1981,6915
Marc,Austin,GBR,51,0:18:33,0:01:06,1:02:08,0:00:30,0:33:41,14,1:55:56,Elite Men,Abu Dhabi,1113,66,3728,30,2021,6956
Alois,Knabl,AUT,34,0:18:34,0:01:08,1:02:05,0:00:34,0:33:44,15,1:56:02,Elite Men,Abu Dhabi,1114,68,3725,34,2024,6962
Ben,Kanute,USA,31,0:18:31,0:01:04,1:00:58,0:00:30,0:35:07,16,1:56:08,Elite Men,Abu Dhabi,1111,64,3658,30,2107,6968
Marco,Van Der Stel,NED,29,0:18:36,0:01:05,1:00:56,0:00:33,0:35:18,17,1:56:26,Elite Men,Abu Dhabi,1116,65,3656,33,2118,6986
Ilya,Prasolov,RUS,41,0:18:47,0:01:05,1:01:55,0:00:33,0:34:34,18,1:56:51,Elite Men,Abu Dhabi,1127,65,3715,33,2074,7011
Joao,Silva,POR,17,0:19:25,0:01:02,1:04:17,0:00:35,0:31:47,19,1:57:04,Elite Men,Abu Dhabi,1165,62,3857,35,1907,7024
Adam,Bowden,GBR,7,0:19:42,0:01:09,1:03:51,0:00:32,0:32:03,20,1:57:15,Elite Men,Abu Dhabi,1182,69,3831,32,1923,7035
Crisanto,Grajales,MEX,5,0:18:48,0:01:03,1:04:53,0:00:34,0:32:12,21,1:57:27,Elite Men,Abu Dhabi,1128,63,3893,34,1932,7047
Dmitry,Polyanskiy,RUS,11,0:18:31,0:01:03,1:05:12,0:00:31,0:32:22,22,1:57:37,Elite Men,Abu Dhabi,1111,63,3912,31,1942,7057
Lukas,Hollaus,AUT,36,0:19:35,0:01:05,1:04:01,0:00:28,0:32:32,23,1:57:39,Elite Men,Abu Dhabi,1175,65,3841,28,1952,7059
Lukas,Pertl,AUT,40,0:19:46,0:01:04,1:03:53,0:00:27,0:32:34,24,1:57:41,Elite Men,Abu Dhabi,1186,64,3833,27,1954,7061
Sylvain,Fridelance,SUI,46,0:19:17,0:01:05,1:01:25,0:00:32,0:36:10,25,1:58:27,Elite Men,Abu Dhabi,1157,65,3685,32,2170,7107
Davide,Uccellari,ITA,25,0:19:16,0:01:12,1:04:17,0:00:33,0:33:33,26,1:58:50,Elite Men,Abu Dhabi,1156,72,3857,33,2013,7130
Miguel,Arraiolos,POR,33,0:19:40,0:01:08,1:03:56,0:00:37,0:33:57,27,1:59:16,Elite Men,Abu Dhabi,1180,68,3836,37,2037,7156
Jan,Celustka,CZE,21,0:18:39,0:01:05,1:04:59,0:00:33,0:34:26,28,1:59:41,Elite Men,Abu Dhabi,1119,65,3899,33,2066,7181
Jorik,Van Egdom,NED,47,0:20:14,0:01:05,1:03:24,0:00:32,0:34:46,29,1:59:59,Elite Men,Abu Dhabi,1214,65,3804,32,2086,7199
Tamás,Tóth,HUN,19,0:19:21,0:01:05,1:04:23,0:00:34,0:34:44,30,2:00:04,Elite Men,Abu Dhabi,1161,65,3863,34,2084,7204
Stefan,Zachäus,LUX,23,0:19:21,0:01:03,1:01:23,0:00:30,0:38:03,31,2:00:18,Elite Men,Abu Dhabi,1161,63,3683,30,2283,7218
Thomas,Springer,AUT,24,0:19:51,0:01:04,1:03:55,0:00:35,0:35:13,32,2:00:36,Elite Men,Abu Dhabi,1191,64,3835,35,2113,7236
David,Luis,POR,55,0:18:36,0:01:03,1:05:08,0:00:30,0:35:44,33,2:00:59,Elite Men,Abu Dhabi,1116,63,3908,30,2144,7259
Yuichi,Hosoda,JPN,44,0:19:38,0:01:07,1:04:03,0:00:36,0:36:13,34,2:01:35,Elite Men,Abu Dhabi,1178,67,3843,36,2173,7295
Aurelien,Raphael,FRA,10,0:18:27,0:01:08,1:05:12,0:00:36,0:38:15,35,2:03:35,Elite Men,Abu Dhabi,1107,68,3912,36,2295,7415
Ivan,Ivanov,UKR,32,0:19:19,0:01:07,1:04:20,0:00:36,0:39:10,36,2:04:29,Elite Men,Abu Dhabi,1159,67,3860,36,2350,7469
Henrik,Goesch,FIN,45,0:19:23,0:01:09,1:04:16,0:00:32,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1163,69,3856,32,0,#VALUE!
Adrien,Briffod,SUI,30,0:19:09,0:01:06,1:01:29,0:00:29,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1149,66,3689,29,0,#VALUE!
Pierre,Le Corre,FRA,6,0:18:31,0:01:06,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1111,66,0,0,0,#VALUE!
Grant,Sheldon,GBR,27,0:19:46,0:01:07,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Abu Dhabi,1186,67,0,0,0,#VALUE!
Simon,De Cuyper,BEL,42,0:20:21,0:01:02,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Abu Dhabi,1221,62,0,0,0,#VALUE!
Kristian,Blummenfelt,NOR,8,0:18:35,0:01:06,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1115,66,0,0,0,#VALUE!
Jonathan,Zipf,GER,14,0:19:23,0:01:06,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1163,66,0,0,0,#VALUE!
David,Castro Fajardo,ESP,28,0:19:37,0:01:30,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Abu Dhabi,1177,90,0,0,0,#VALUE!
Temirlan,Temirov,KAZ,52,0:19:48,0:01:09,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1188,69,0,0,0,#VALUE!
Dorian,Coninx,FRA,16,0:18:44,0:01:05,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1124,65,0,0,0,#VALUE!
Lawrence,Fanous,JOR,48,0:19:23,0:01:05,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1163,65,0,0,0,#VALUE!
Wian,Sullwald,RSA,39,0:18:36,0:01:01,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1116,61,0,0,0,#VALUE!
Jonas,Schomburg,ITU,20,0:18:33,0:01:05,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1113,65,0,0,0,#VALUE!
Domen,Dornik,SLO,53,0:18:40,0:01:04,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1120,64,0,0,0,#VALUE!
Gustav,Iden,NOR,35,0:19:47,0:01:07,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1187,67,0,0,0,#VALUE!
Filipe,Azevedo,POR,54,0:19:49,0:01:10,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Abu Dhabi,1189,70,0,0,0,#VALUE!
Matthew,Baker,AUS,38,0:19:04,0:01:03,1:01:36,0:00:31,0:33:35,DSQ,DSQ,Elite Men,Abu Dhabi,1144,63,3696,31,2015,#VALUE!
Menno,Koolhaas,NED,50,0:18:59,0:01:05,1:01:43,0:00:33,0:34:03,DSQ,DSQ,Elite Men,Abu Dhabi,1139,65,3703,33,2043,#VALUE!
Andrea,Hewitt,NZL,4,0:19:53,0:01:08,1:06:24,0:00:32,0:35:51,1,2:03:46,Elite Women,Abu Dhabi,1193,68,3984,32,2151,7426
Jodie,Stimpson,GBR,5,0:19:51,0:01:09,1:06:24,0:00:33,0:35:51,2,2:03:46,Elite Women,Abu Dhabi,1191,69,3984,33,2151,7426
Sara,Vilic,AUT,16,0:19:50,0:01:08,1:06:26,0:00:34,0:35:56,3,2:03:53,Elite Women,Abu Dhabi,1190,68,3986,34,2156,7433
Rachel,Klamer,NED,8,0:19:50,0:01:12,1:06:22,0:00:32,0:36:22,4,2:04:17,Elite Women,Abu Dhabi,1190,72,3982,32,2182,7457
Ai,Ueda,JPN,2,0:20:41,0:01:12,1:06:17,0:00:31,0:36:13,5,2:04:52,Elite Women,Abu Dhabi,1241,72,3977,31,2173,7492
Gillian,Backhouse,AUS,28,0:19:37,0:01:09,1:06:37,0:00:33,0:37:02,6,2:04:56,Elite Women,Abu Dhabi,1177,69,3997,33,2222,7496
Katie,Zaferes,USA,3,0:19:18,0:01:11,1:06:56,0:00:35,0:37:04,7,2:05:02,Elite Women,Abu Dhabi,1158,71,4016,35,2224,7502
Lisa,Perterer,AUT,24,0:20:43,0:01:07,1:06:18,0:00:35,0:36:23,8,2:05:05,Elite Women,Abu Dhabi,1243,67,3978,35,2183,7505
Yuko,Takahashi,JPN,20,0:19:43,0:01:08,1:06:34,0:00:29,0:37:14,9,2:05:07,Elite Women,Abu Dhabi,1183,68,3994,29,2234,7507
Rebecca,Spence,NZL,23,0:20:43,0:01:10,1:06:15,0:00:34,0:36:33,10,2:05:13,Elite Women,Abu Dhabi,1243,70,3975,34,2193,7513
Jolanda,Annen,SUI,17,0:20:41,0:01:08,1:06:20,0:00:33,0:37:10,11,2:05:50,Elite Women,Abu Dhabi,1241,68,3980,33,2230,7550
Vendula,Frintova,CZE,9,0:20:40,0:01:12,1:06:18,0:00:30,0:37:18,12,2:05:56,Elite Women,Abu Dhabi,1240,72,3978,30,2238,7556
Mariya,Shorets,RUS,15,0:20:38,0:01:12,1:06:20,0:00:34,0:37:21,13,2:06:03,Elite Women,Abu Dhabi,1238,72,3980,34,2241,7563
Anastasia,Abrosimova,RUS,11,0:19:14,0:01:09,1:07:48,0:00:36,0:37:57,14,2:06:43,Elite Women,Abu Dhabi,1154,69,4068,36,2277,7603
Charlotte,McShane,AUS,6,0:19:52,0:01:10,1:06:24,0:00:33,0:38:56,15,2:06:54,Elite Women,Abu Dhabi,1192,70,3984,33,2336,7614
India,Lee,GBR,29,0:20:36,0:01:14,1:06:21,0:00:36,0:38:26,16,2:07:11,Elite Women,Abu Dhabi,1236,74,3981,36,2306,7631
Kirsten,Kasper,USA,10,0:19:36,0:01:10,1:08:40,0:00:34,0:37:27,17,2:07:24,Elite Women,Abu Dhabi,1176,70,4120,34,2247,7644
Alice,Betto,ITA,32,0:19:34,0:01:10,1:06:42,0:00:38,0:39:50,18,2:07:52,Elite Women,Abu Dhabi,1174,70,4002,38,2390,7672
Emmie,Charayron,FRA,19,0:20:32,0:01:13,1:09:15,0:00:35,0:36:32,19,2:08:04,Elite Women,Abu Dhabi,1232,73,4155,35,2192,7684
Gillian,Sanders,RSA,25,0:20:43,0:01:09,1:10:58,0:00:36,0:37:43,20,2:11:08,Elite Women,Abu Dhabi,1243,69,4258,36,2263,7868
Aoi,Kuramoto,JPN,31,0:20:40,0:01:11,1:10:59,0:00:35,0:38:27,21,2:11:49,Elite Women,Abu Dhabi,1240,71,4259,35,2307,7909
Renee,Tomlin,USA,12,0:20:42,0:01:07,1:10:56,0:00:35,0:39:06,22,2:12:24,Elite Women,Abu Dhabi,1242,67,4256,35,2346,7944
Summer,Cook,USA,14,0:19:13,0:01:12,1:12:27,0:00:38,0:39:04,23,2:12:31,Elite Women,Abu Dhabi,1153,72,4347,38,2344,7951
Carolina,Routier,ESP,18,0:19:11,0:01:14,1:12:26,0:00:36,0:40:09,24,2:13:33,Elite Women,Abu Dhabi,1151,74,4346,36,2409,8013
Juri,Ide,JPN,27,0:19:39,0:01:14,1:08:51,0:00:39,0:43:59,25,2:14:20,Elite Women,Abu Dhabi,1179,74,4131,39,2639,8060
Petra,Kurikova,CZE,30,0:20:41,0:01:11,1:12:28,0:00:33,0:39:35,26,2:14:26,Elite Women,Abu Dhabi,1241,71,4348,33,2375,8066
Yurie,Matsuda,JPN,21,0:20:40,0:01:09,1:12:32,0:00:37,0:42:09,27,2:17:04,Elite Women,Abu Dhabi,1240,69,4352,37,2529,8224
Claudia,Rivas,MEX,26,0:20:42,0:01:14,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Abu Dhabi,1242,74,0,0,0,#VALUE!
Sarah,TRUE,USA,7,0:19:21,0:01:10,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Abu Dhabi,1161,70,0,0,0,#VALUE!
Melanie,Santos,POR,22,0:19:52,0:01:10,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Abu Dhabi,1192,70,0,0,0,#VALUE!
Vicky,Annis,GBR,,,,,,,,,NF Medicals,Abu Dhabi,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Victor,Carapelho,USA,,,,,,,,,NF Medicals,Abu Dhabi,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Anne,Gouron,FRA,,,,,,,,,NF Medicals,Abu Dhabi,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mario,Mola,ESP,1,0:08:59,0:00:52,0:29:58,0:00:24,0:14:36,1,0:54:51,Elite Men,Edmonton,539,52,1798,24,876,3291
Jacob,Birtwhistle,AUS,7,0:09:07,0:00:50,0:29:52,0:00:25,0:14:45,2,0:55:01,Elite Men,Edmonton,547,50,1792,25,885,3301
Richard,Murray,RSA,4,0:09:03,0:00:48,0:29:57,0:00:25,0:14:50,3,0:55:06,Elite Men,Edmonton,543,48,1797,25,890,3306
Jonathan,Brownlee,GBR,12,0:08:42,0:00:51,0:30:15,0:00:25,0:14:59,4,0:55:14,Elite Men,Edmonton,522,51,1815,25,899,3314
Raphael,Montoya,FRA,28,0:08:41,0:00:53,0:30:14,0:00:25,0:15:03,5,0:55:19,Elite Men,Edmonton,521,53,1814,25,903,3319
Javier,Gomez Noya,ESP,3,0:09:00,0:00:50,0:29:59,0:00:25,0:15:08,6,0:55:24,Elite Men,Edmonton,540,50,1799,25,908,3324
Pierre,Le Corre,FRA,21,0:08:40,0:00:54,0:30:17,0:00:24,0:15:10,7,0:55:28,Elite Men,Edmonton,520,54,1817,24,910,3328
Kristian,Blummenfelt,NOR,6,0:09:03,0:00:52,0:29:54,0:00:26,0:15:14,8,0:55:31,Elite Men,Edmonton,543,52,1794,26,914,3331
Fernando,Alarza,ESP,2,0:09:12,0:00:52,0:29:48,0:00:26,0:15:16,9,0:55:36,Elite Men,Edmonton,552,52,1788,26,916,3336
Grant,Sheldon,GBR,42,0:09:09,0:00:53,0:29:49,0:00:26,0:15:20,10,0:55:39,Elite Men,Edmonton,549,53,1789,26,920,3339
Tony,Dodds,NZL,19,0:08:44,0:00:53,0:30:13,0:00:24,0:15:26,11,0:55:41,Elite Men,Edmonton,524,53,1813,24,926,3341
Rodrigo,Gonzalez,MEX,39,0:09:09,0:00:49,0:29:54,0:00:26,0:15:22,12,0:55:43,Elite Men,Edmonton,549,49,1794,26,922,3343
Simon,Viain,FRA,38,0:09:09,0:00:51,0:29:50,0:00:27,0:15:35,13,0:55:54,Elite Men,Edmonton,549,51,1790,27,935,3354
Irving,Perez,MEX,36,0:08:48,0:00:52,0:30:11,0:00:26,0:15:42,14,0:56:01,Elite Men,Edmonton,528,52,1811,26,942,3361
Lukas,Hollaus,AUT,25,0:09:12,0:00:52,0:29:48,0:00:24,0:15:47,15,0:56:04,Elite Men,Edmonton,552,52,1788,24,947,3364
Aaron,Royle,AUS,22,0:08:39,0:00:54,0:30:19,0:00:25,0:15:48,16,0:56:07,Elite Men,Edmonton,519,54,1819,25,948,3367
Kevin,McDowell,USA,18,0:08:56,0:00:54,0:29:57,0:00:25,0:15:54,17,0:56:08,Elite Men,Edmonton,536,54,1797,25,954,3368
Jelle,Geens,BEL,44,0:09:09,0:00:50,0:29:50,0:00:24,0:15:56,18,0:56:12,Elite Men,Edmonton,549,50,1790,24,956,3372
Richard,Varga,SVK,16,0:08:37,0:00:54,0:30:19,0:00:33,0:15:51,19,0:56:16,Elite Men,Edmonton,517,54,1819,33,951,3376
Luke,Willian,AUS,17,0:08:52,0:00:52,0:30:03,0:00:28,0:16:03,20,0:56:21,Elite Men,Edmonton,532,52,1803,28,963,3381
Vincent,Luis,FRA,5,0:08:38,0:00:56,0:30:14,0:00:24,0:16:13,21,0:56:28,Elite Men,Edmonton,518,56,1814,24,973,3388
Ben,Kanute,USA,23,0:08:41,0:00:53,0:30:13,0:00:26,0:16:14,22,0:56:29,Elite Men,Edmonton,521,53,1813,26,974,3389
Matthew,Sharpe,CAN,37,0:08:57,0:00:51,0:30:02,0:00:23,0:16:16,23,0:56:31,Elite Men,Edmonton,537,51,1802,23,976,3391
Gordon,Benson,GBR,24,0:08:58,0:00:55,0:29:58,0:00:29,0:16:17,24,0:56:38,Elite Men,Edmonton,538,55,1798,29,977,3398
Vicente,Hernandez,ESP,8,0:09:06,0:00:50,0:29:54,0:00:26,0:16:26,25,0:56:44,Elite Men,Edmonton,546,50,1794,26,986,3404
Eli,Hemming,USA,40,0:09:06,0:00:51,0:29:55,0:00:25,0:16:31,26,0:56:49,Elite Men,Edmonton,546,51,1795,25,991,3409
Tony,Smoragiewicz,USA,48,0:09:12,0:00:53,0:29:56,0:00:28,0:16:18,27,0:56:49,Elite Men,Edmonton,552,53,1796,28,978,3409
Eric,Lagerstrom,USA,34,0:08:55,0:00:56,0:30:00,0:00:28,0:16:30,28,0:56:52,Elite Men,Edmonton,535,56,1800,28,990,3412
David,Mendoza,MEX,47,0:08:45,0:00:53,0:30:11,0:00:29,0:16:37,29,0:56:57,Elite Men,Edmonton,525,53,1811,29,997,3417
Danilo,Pimentel,BRA,43,0:09:02,0:00:56,0:30:04,0:00:25,0:17:05,30,0:57:33,Elite Men,Edmonton,542,56,1804,25,1025,3453
Alexis,Lepage,CAN,46,0:08:59,0:00:53,0:30:04,0:00:28,0:17:25,31,0:57:50,Elite Men,Edmonton,539,53,1804,28,1045,3470
Russell,White,IRL,32,0:08:49,0:00:52,0:30:08,0:00:25,0:17:49,32,0:58:05,Elite Men,Edmonton,529,52,1808,25,1069,3485
Adrien,Briffod,SUI,14,0:09:00,0:00:51,0:31:12,0:00:25,0:16:51,33,0:58:21,Elite Men,Edmonton,540,51,1872,25,1011,3501
Declan,Wilson,AUS,20,0:09:06,0:00:54,0:31:04,0:00:28,0:17:20,34,0:58:54,Elite Men,Edmonton,546,54,1864,28,1040,3534
Ivan,Ivanov,UKR,49,0:09:05,0:00:54,0:32:23,0:00:26,0:16:31,35,0:59:21,Elite Men,Edmonton,545,54,1943,26,991,3561
Tyler,Mislawchuk,CAN,41,0:08:46,0:00:53,0:30:11,0:00:24,0:19:20,36,0:59:36,Elite Men,Edmonton,526,53,1811,24,1160,3576
Andreas,Schilling,DEN,9,0:09:15,0:00:54,0:29:52,0:00:28,0:19:24,37,0:59:54,Elite Men,Edmonton,555,54,1792,28,1164,3594
Matthew,Hauser,AUS,27,0:09:08,0:00:55,0:32:18,0:00:23,0:17:12,38,0:59:58,Elite Men,Edmonton,548,55,1938,23,1032,3598
Shogo,Ishitsuka,JPN,45,0:08:53,0:00:55,0:32:34,0:00:27,0:17:15,39,1:00:05,Elite Men,Edmonton,533,55,1954,27,1035,3605
Bob,Haller,LUX,35,0:09:10,0:00:50,0:32:20,0:00:25,0:17:33,40,1:00:20,Elite Men,Edmonton,550,50,1940,25,1053,3620
Shachar,Sagiv,ISR,15,0:09:02,0:00:54,0:33:35,0:00:24,0:16:24,41,1:00:20,Elite Men,Edmonton,542,54,2015,24,984,3620
Joao,Pereira,POR,10,0:08:57,0:00:53,0:30:00,0:00:24,0:12:21,DNF,DNF,Elite Men,Edmonton,537,53,1800,24,741,#VALUE!
Dorian,Coninx,FRA,11,0:08:57,0:00:57,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Edmonton,537,57,0,0,0,#VALUE!
Matthew,McElroy,USA,26,0:09:10,0:00:51,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Edmonton,550,51,0,0,0,#VALUE!
Daniel,Hoy,NZL,29,0:09:14,0:00:53,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Edmonton,554,53,0,0,0,#VALUE!
Dmitry,Polyanskiy,RUS,30,0:08:41,0:00:54,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Edmonton,521,54,0,0,0,#VALUE!
Miguel,Arraiolos,POR,33,0:09:05,0:00:54,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Edmonton,545,54,0,0,0,#VALUE!
Mohamad,Alsabbagh,SYR,51,0:09:06,0:00:57,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Edmonton,546,57,0,0,0,#VALUE!
Gustav,Iden,NOR,31,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNS,DNS,Elite Men,Edmonton,0,0,0,0,0,#VALUE!
Jose,Gomez De La Torre Prato,PER,50,0:09:38,0:01:08,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Edmonton,578,68,0,0,0,#VALUE!
Flora,Duffy,BER,3,0:09:22,0:00:56,0:32:11,0:00:30,0:17:21,1,1:00:22,Elite Women,Edmonton,562,56,1931,30,1041,3622
Taylor,Knibb,USA,27,0:09:20,0:01:00,0:32:21,0:00:30,0:18:09,2,1:01:22,Elite Women,Edmonton,560,60,1941,30,1089,3682
Katie,Zaferes,USA,1,0:09:23,0:00:55,0:33:48,0:00:29,0:17:14,3,1:01:51,Elite Women,Edmonton,563,55,2028,29,1034,3711
Summer,Cook,USA,11,0:09:16,0:01:02,0:33:50,0:00:26,0:17:26,4,1:02:03,Elite Women,Edmonton,556,62,2030,26,1046,3723
Jolanda,Annen,SUI,8,0:09:35,0:00:57,0:33:32,0:00:27,0:17:35,5,1:02:09,Elite Women,Edmonton,575,57,2012,27,1055,3729
Rachel,Klamer,NED,7,0:09:30,0:00:58,0:33:35,0:00:28,0:17:40,6,1:02:14,Elite Women,Edmonton,570,58,2015,28,1060,3734
Joanna,Brown,CAN,20,0:09:40,0:00:56,0:33:28,0:00:29,0:17:43,7,1:02:20,Elite Women,Edmonton,580,56,2008,29,1063,3740
Yuka,Sato,JPN,15,0:09:36,0:00:59,0:33:30,0:00:29,0:17:49,8,1:02:26,Elite Women,Edmonton,576,59,2010,29,1069,3746
Kirsten,Kasper,USA,2,0:09:24,0:00:56,0:33:44,0:00:27,0:18:08,9,1:02:42,Elite Women,Edmonton,564,56,2024,27,1088,3762
Chelsea,Burns,USA,23,0:09:37,0:00:57,0:33:31,0:00:28,0:18:19,10,1:02:54,Elite Women,Edmonton,577,57,2011,28,1099,3774
Taylor,Spivey,USA,5,0:09:24,0:00:58,0:33:42,0:00:28,0:18:40,11,1:03:14,Elite Women,Edmonton,564,58,2022,28,1120,3794
Melanie,Santos,POR,25,0:09:35,0:00:58,0:33:32,0:00:27,0:18:40,12,1:03:15,Elite Women,Edmonton,575,58,2012,27,1120,3795
Gillian,Backhouse,AUS,4,0:09:25,0:00:55,0:33:43,0:00:28,0:18:42,13,1:03:16,Elite Women,Edmonton,565,55,2023,28,1122,3796
Lisa,Perterer,AUT,9,0:09:38,0:00:56,0:33:31,0:00:32,0:18:41,14,1:03:20,Elite Women,Edmonton,578,56,2011,32,1121,3800
Paula,Findlay,CAN,33,0:09:41,0:01:00,0:33:24,0:00:28,0:18:56,15,1:03:32,Elite Women,Edmonton,581,60,2004,28,1136,3812
Claire,Michel,BEL,16,0:09:42,0:00:57,0:35:17,0:00:28,0:17:17,16,1:03:43,Elite Women,Edmonton,582,57,2117,28,1037,3823
Carolina,Routier,ESP,18,0:09:22,0:00:59,0:34:03,0:00:32,0:19:11,17,1:04:08,Elite Women,Edmonton,562,59,2043,32,1151,3848
Vendula,Frintova,CZE,10,0:09:57,0:01:00,0:35:02,0:00:26,0:17:55,18,1:04:23,Elite Women,Edmonton,597,60,2102,26,1075,3863
Vittoria,Lopes,BRA,24,0:09:19,0:01:01,0:33:44,0:00:29,0:19:56,19,1:04:31,Elite Women,Edmonton,559,61,2024,29,1196,3871
Felicity,Sheedy-Ryan,AUS,31,0:10:16,0:01:00,0:35:13,0:00:27,0:17:39,20,1:04:38,Elite Women,Edmonton,616,60,2113,27,1059,3878
Nicole,Van Der Kaay,NZL,22,0:10:00,0:00:58,0:35:01,0:00:26,0:18:14,21,1:04:40,Elite Women,Edmonton,600,58,2101,26,1094,3880
Yuko,Takahashi,JPN,6,0:09:32,0:00:59,0:35:24,0:00:29,0:18:37,22,1:05:04,Elite Women,Edmonton,572,59,2124,29,1117,3904
Simone,Ackermann,RSA,19,0:09:33,0:01:00,0:35:27,0:00:27,0:18:50,23,1:05:19,Elite Women,Edmonton,573,60,2127,27,1130,3919
Gillian,Sanders,RSA,12,0:09:59,0:00:59,0:35:03,0:00:30,0:18:59,24,1:05:31,Elite Women,Edmonton,599,59,2103,30,1139,3931
Dominika,Jamnicky,CAN,26,0:09:57,0:00:56,0:35:06,0:00:28,0:19:09,25,1:05:38,Elite Women,Edmonton,597,56,2106,28,1149,3938
Jaz,Hedgeland,AUS,21,0:09:55,0:00:59,0:35:06,0:00:26,0:19:13,26,1:05:41,Elite Women,Edmonton,595,59,2106,26,1153,3941
Anel,Radford,RSA,29,0:09:40,0:00:59,0:35:19,0:00:29,0:19:29,27,1:05:58,Elite Women,Edmonton,580,59,2119,29,1169,3958
Yurie,Matsuda,JPN,17,0:10:15,0:01:01,0:35:14,0:00:26,0:19:29,28,1:06:27,Elite Women,Edmonton,615,61,2114,26,1169,3987
Erin,Storie,USA,30,0:09:29,0:01:07,0:35:25,0:00:31,0:20:49,29,1:07:22,Elite Women,Edmonton,569,67,2125,31,1249,4042
